ID,datamex_code,Product,PCI.2018,N_PCI.2018,Region,rca_bin,DENSITY,GCI_2018,GP_SINVCR,GCP_2018
1486,168462,"Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met",1.6313,0.939919413,Puebla,0,9.79,0,1,9.201811052
489,136810,"Articles of cement, of concrete or of artificial stone, whether or not reinforced",0.2714,0.613757375,Queretaro,0,9.78,0,1,6.002547129
542,137009,"Glass mirrors, whether or not framed, including rear-view mirrors",1.3171,0.864560848,Guanajuato,0,9.78,0,1,8.455405094
2066,168539,"Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; parts thereof",1.0025,0.789106346,Guanajuato,0,9.77,0,1,7.709569003
238,94504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,-0.5364,0.420012472,Puebla,0,9.75,0,1,4.0951216
553,137009,"Glass mirrors, whether or not framed, including rear-view mirrors",1.3171,0.864560848,Quintana Roo,0,9.75,0,1,8.429468269
319,115603,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.0829,0.808389696,Coahuila de Zaragoza,0,9.74,0,1,7.873715643
2619,189028,"Gas, liquid or electricity supply or production meters, including calibrating meters thereof; parts and accessories thereof",-0.0506,0.536528038,Yucatan,0,9.74,0,1,5.225783086
589,137019,"Glass fibers (including glass wool) and articles thereof (for example, yarn, woven fabrics)",0.595,0.691370461,Tamaulipas,0,9.71,0,1,6.713207176
1690,168501,Electric motors and generators (excluding generating sets),0.9197,0.769247374,Coahuila de Zaragoza,0,9.71,0,1,7.469391999
806,157310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 liters, whether or not lined or heat insulated, but not fitted with mechanical or thermal",0.215,0.600230249,Tamaulipas,0,9.68,0,1,5.81022881
1101,168411,"Turbojets, turbo propellers and other gas turbines, and parts thereof",0.7881,0.737684079,Coahuila de Zaragoza,0,9.68,0,1,7.140781887
2752,209405,"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere spec",0.5638,0.68388737,Coahuila de Zaragoza,0,9.66,0,1,6.606351993
931,157610,"Aluminum structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balus",0.4221,0.649901665,Tamaulipas,0,9.61,0,1,6.245554996
2259,178712,"Bicycles and other cycles (including delivery tricycles), not motorized:",-0.0113,0.545953854,Guanajuato,0,9.6,0,1,5.241157001
893,157326,Other articles of iron or steel,0.9041,0.765505828,Puebla,0,9.58,0,1,7.333545834
1362,168421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof",1.0131,0.791648678,Puebla,0,9.57,0,1,7.576077853
370,115607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",-0.5897,0.407228858,Tamaulipas,0,9.56,0,1,3.893107881
1145,168412,"Other engines and motors, and parts thereof",1.2701,0.853288243,Puebla,0,9.55,0,1,8.14890272
194,94418,"Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes",0.1066,0.574231304,Coahuila de Zaragoza,0,9.53,0,1,5.47242433
2491,189015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders; parts and accessories thereof",-0.0787,0.529788459,Sonora,0,9.53,0,1,5.048884012
456,136806,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those o",0.7265,0.722909771,Puebla,0,9.52,0,1,6.882101022
88,73920,"Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",0.416,0.648438624,Sonora,0,9.5,0,1,6.16016693
2393,189002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof",1.2455,0.847388113,Puebla,0,9.5,0,1,8.050187077
139,73925,"Builders' ware of plastics, not elsewhere specified or included",0.2038,0.597544011,Jalisco,0,9.47,0,1,5.658741785
660,157304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",-0.0486,0.537007723,Chihuahua,0,9.46,0,1,5.080093059
1332,168419,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,",1.5466,0.919604739,Queretaro,0,9.46,0,1,8.699460834
1783,168504,"Electrical transformers, static converters (for example, rectifiers) and inductors; parts thereof",0.5813,0.688084616,Coahuila de Zaragoza,0,9.46,0,1,6.509280472
1305,168418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof",0.6296,0.699669017,Sonora,0,9.45,0,1,6.611872212
1260,168417,"Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof",0.7964,0.739674773,Guanajuato,0,9.44,0,1,6.98252986
1570,168474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or molding solid mineral fuels, c",0.2684,0.613037847,Guanajuato,0,9.44,0,1,5.787077277
929,157610,"Aluminum structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balus",0.4221,0.649901665,Sonora,0,9.43,0,1,6.128572696
2642,189030,"Oscilloscopes, spectrum analyzers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 9028;instruments and apparatus for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionizin",1.1716,0.829663741,Queretaro,0,9.43,0,1,7.823729074
1301,168418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof",0.6296,0.699669017,Queretaro,0,9.42,0,1,6.590882141
1936,168514,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss; parts thereof,1.8681,0.996714156,Chihuahua,0,9.4,0,1,9.369113062
183,74002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 4001 with any product of this heading, in primary forms or in plates, sheets or strip",1.3208,0.865448266,Tamaulipas,0,9.37,0,1,8.109250252
447,136806,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those o",0.7265,0.722909771,Guanajuato,0,9.36,0,1,6.766435458
985,158306,"Bells, gongs and the like, nonelectric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal; and base metal parts thereof",-0.8384,0.347579988,Nuevo Leon,0,9.35,0,1,3.249872883
1391,168422,"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labeling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; ot",0.7813,0.736053149,Nuevo Leon,0,9.35,0,1,6.882096944
2324,178716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof",0.6858,0.713148175,Jalisco,0,9.35,0,1,6.667935434
395,115608,"Knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials",-0.7791,0.361802657,Queretaro,0,9.34,0,1,3.379236821
2539,189026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",1.5438,0.91893318,Guanajuato,0,9.33,0,1,8.573646568
2766,209405,"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated nameplates and the like, having a permanently fixed light source, and parts thereof not elsewhere spec",0.5638,0.68388737,Queretaro,0,9.33,0,1,6.380669161
70,73920,"Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",0.416,0.648438624,Coahuila de Zaragoza,0,9.32,0,1,6.043447978
2124,168543,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter; parts thereof",1.3764,0.878783518,Coahuila de Zaragoza,0,9.27,0,1,8.146323212
2380,189002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof",1.2455,0.847388113,Coahuila de Zaragoza,0,9.27,0,1,7.855287811
523,137008,Multiple-walled insulating units of glass,0.7681,0.732887226,San Luis Potosi,0,9.26,0,1,6.786535713
2302,178714,Parts and accessories of vehicles of headings 8711 to 8713,0.8366,0.749316448,San Luis Potosi,0,9.26,0,1,6.938670312
2737,189033,"Parts and accessories (not specified or included elsewhere in this chapter) for machines, appliances, instruments or apparatus of chapter 90",0.9104,0.767016837,San Luis Potosi,0,9.26,0,1,7.10257591
2107,168541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof",0.9852,0.784957068,Queretaro,0,9.23,0,1,7.245153739
2456,189013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",1.1688,0.828992181,Queretaro,0,9.23,0,1,7.651597832
2518,189025,"Hydrometers and similar floating instruments, thermometers, pyrometers,barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments; parts and accessories thereof",0.987,0.785388785,Queretaro,0,9.23,0,1,7.249138485
1442,168429,"Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers",0.7588,0.730656689,Coahuila de Zaragoza,0,9.22,0,1,6.736654675
1677,168483,"Transmission shafts (including camshafts and crankshafts) and cranks; bearing housings, housed bearings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers, including torque converters; flywheels and pul",1.5906,0.930157816,Sonora,0,9.22,0,1,8.576055068
1646,168481,"Taps, cocks, valves and similar appliances, for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves; parts thereof",1.7469,0.967645225,Sonora,0,9.21,0,1,8.91201252
2049,168537,"Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",0.7145,0.720031659,Sonora,0,9.21,0,1,6.631491582
2365,189001,"Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",0.7699,0.733318943,San Luis Potosi,0,9.2,0,1,6.746534274
2790,209507,"Fishing rods, fish hooks and other line fishing tackle; fish landing nets,butterfly nets and similar nets; decoy birds (other than those of heading 9208 or 9705) and similar hunting or shooting equipment; parts and accessories thereof",-0.5331,0.420803953,Jalisco,0,9.2,0,1,3.871396364
2632,189030,"Oscilloscopes, spectrum analyzers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 9028;instruments and apparatus for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionizin",1.1716,0.829663741,Guanajuato,0,9.19,0,1,7.624609776
1938,168514,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss; parts thereof,1.8681,0.996714156,Coahuila de Zaragoza,0,9.17,0,1,9.139868806
201,94418,"Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes",0.1066,0.574231304,Jalisco,0,9.15,0,1,5.254216434
835,157321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar nonelectric domestic appliances, and parts thereof, of iron or steel",0.3681,0.636950161,Sonora,0,9.15,0,1,5.82809397
728,157308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge sections, lock gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, sh",0.3654,0.636302586,Guanajuato,0,9.1,0,1,5.790353528
83,73920,"Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",0.416,0.648438624,Puebla,0,9.09,0,1,5.894307095
348,115607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",-0.5897,0.407228858,Chihuahua,0,9.09,0,1,3.701710318
416,116305,"Sacks and bags, of a kind used for the packing of goods",-1.7066,0.139348587,Guanajuato,0,9.09,0,1,1.266678659
1520,168465,"Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1.0371,0.797404902,San Luis Potosi,0,9.09,0,1,7.248410563
318,115603,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.0829,0.808389696,CDMX,0,9.07,0,1,7.332094546
1526,168465,"Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",1.0371,0.797404902,Yucatan,0,9.07,0,1,7.232462465
1985,168516,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electrothermic hairdressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; elect",0.5367,0.677387634,San Luis Potosi,0,9.07,0,1,6.143905838
2690,189032,Automatic regulating or controlling instruments and apparatus; parts and accessories thereof,1.0657,0.804264403,Coahuila de Zaragoza,0,9.05,0,1,7.278592843
250,115305,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibers (including yarn waste and garnetted stock)",-2.2876,0,Baja California,0,9.02,0,1,0
281,115305,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibers,not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibers (including yarn waste and garnetted stock)",-1.7099,0.138557107,Baja California,0,9.02,0,1,1.249785101
12,63802,"Activated carbon; activated natural mineral products; animal black, including spent animal black",-0.7221,0.375473689,Guanajuato,0,8.98,0,1,3.37175373
853,157325,Other cast articles of iron or steel,0.3642,0.636014774,Guanajuato,0,8.98,0,1,5.711412673
214,94418,"Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes",0.1066,0.574231304,Tamaulipas,0,8.97,0,1,5.150854799
475,136810,"Articles of cement, of concrete or of artificial stone, whether or not reinforced",0.2714,0.613757375,Coahuila de Zaragoza,0,8.97,0,1,5.505403655
2062,168539,"Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; parts thereof",1.0025,0.789106346,Coahuila de Zaragoza,0,8.96,0,1,7.070392862
458,136806,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those o",0.7265,0.722909771,Quintana Roo,0,8.95,0,1,6.470042452
910,157610,"Aluminum structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balus",0.4221,0.649901665,CDMX,0,8.95,0,1,5.816619897
2797,209507,"Fishing rods, fish hooks and other line fishing tackle; fish landing nets,butterfly nets and similar nets; decoy birds (other than those of heading 9208 or 9705) and similar hunting or shooting equipment; parts and accessories thereof",-0.5331,0.420803953,Queretaro,0,8.95,0,1,3.766195376
587,137019,"Glass fibers (including glass wool) and articles thereof (for example, yarn, woven fabrics)",0.595,0.691370461,Sonora,0,8.94,0,1,6.180851921
1291,168418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof",0.6296,0.699669017,Guanajuato,0,8.93,0,1,6.248044323
1367,168421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof",1.0131,0.791648678,Sonora,0,8.93,0,1,7.069422699
1044,168405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof",0.6341,0.700748309,Jalisco,0,8.91,0,1,6.243667434
1852,168506,Primary cells and primary batteries; parts thereof,0.4174,0.648774404,Jalisco,0,8.91,0,1,5.78057994
333,115603,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.0829,0.808389696,Queretaro,0,8.9,0,1,7.194668298
1224,168415,"Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof",0.4537,0.657480693,CDMX,0,8.9,0,1,5.851578165
1411,168428,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)",1.0619,0.803353,Coahuila de Zaragoza,0,8.9,0,1,7.149841704
349,115607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",-0.5897,0.407228858,CDMX,0,8.89,0,1,3.620264546
691,157306,"Other tubes, pipes and hollow profiles (for example, open seamed or welded, riveted or similarly closed), of iron or steel",-0.3253,0.470643258,Chihuahua,0,8.88,0,1,4.179312131
631,157303,"Tubes, pipes and hollow profiles, of cast iron",-0.2055,0.499376409,Coahuila de Zaragoza,0,8.87,0,1,4.429468749
1449,168429,"Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers",0.7588,0.730656689,Jalisco,0,8.83,0,1,6.451698566
1549,168466,"Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for machine tools; tool holders for any type of to",1.4076,0.886266609,Queretaro,0,8.83,0,1,7.825734158
2331,178716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof",0.6858,0.713148175,Queretaro,0,8.83,0,1,6.297098383
53,73909,"Amino-resins, phenolic resins and polyurethanes, in primary forms",1.2493,0.848299516,Queretaro,0,8.82,0,1,7.482001727
666,157304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",-0.0486,0.537007723,Guanajuato,0,8.81,0,1,4.731038039
146,73925,"Builders' ware of plastics, not elsewhere specified or included",0.2038,0.597544011,Queretaro,0,8.8,0,1,5.258387298
2349,189001,"Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",0.7699,0.733318943,Coahuila de Zaragoza,0,8.8,0,1,6.453206696
1641,168481,"Taps, cocks, valves and similar appliances, for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves; parts thereof",1.7469,0.967645225,Puebla,0,8.79,0,1,8.505601525
2672,189031,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this chapter; profile projectors; parts and accessories thereof",1.8193,0.985009834,Puebla,0,8.79,0,1,8.658236437
2253,178712,"Bicycles and other cycles (including delivery tricycles), not motorized:",-0.0113,0.545953854,Chihuahua,0,8.78,0,1,4.793474841
2275,178712,"Bicycles and other cycles (including delivery tricycles), not motorized:",-0.0113,0.545953854,Tamaulipas,0,8.75,0,1,4.777096225
784,157310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 liters, whether or not lined or heat insulated, but not fitted with mechanical or thermal",0.215,0.600230249,Chihuahua,0,8.74,0,1,5.246012376
69,73920,"Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",0.416,0.648438624,CDMX,0,8.71,0,1,5.647900417
229,94504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,-0.5364,0.420012472,Guanajuato,0,8.69,0,1,3.64990838
1891,168507,"Electric storage batteries, including separators therefor, whether or not rectangular(including square); parts thereof",0.9773,0.783062311,Quintana Roo,0,8.68,0,1,6.796980861
1150,168412,"Other engines and motors, and parts thereof",1.2701,0.853288243,Sonora,0,8.61,0,1,7.346811771
2421,189005,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof",1.165,0.828080779,Nayarit,0,8.61,0,1,7.129775507
2317,178716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof",0.6858,0.713148175,Coahuila de Zaragoza,0,8.6,0,1,6.133074303
332,115603,"Nonwovens, whether or not impregnated, coated, covered or laminated",1.0829,0.808389696,Puebla,0,8.58,0,1,6.935983595
793,157310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 liters, whether or not lined or heat insulated, but not fitted with mechanical or thermal",0.215,0.600230249,Jalisco,0,8.54,0,1,5.125966326
2549,189026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 9014, 9015, 9028 or 9032",1.5438,0.91893318,Queretaro,0,8.53,0,1,7.838500024
821,157321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar nonelectric domestic appliances, and parts thereof, of iron or steel",0.3681,0.636950161,Guanajuato,0,8.52,0,1,5.426815369
1487,168462,"Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met",1.6313,0.939919413,Queretaro,0,8.51,0,1,7.998714203
1751,168503,Parts suitable for use solely or principally with the machines of heading8501 or 8502:,0.791,0.738379623,CDMX,0,8.51,0,1,6.283610591
2394,189002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof",1.2455,0.847388113,Queretaro,0,8.49,0,1,7.194325083
1105,168411,"Turbojets, turbo propellers and other gas turbines, and parts thereof",0.7881,0.737684079,Guanajuato,0,8.46,0,1,6.24080731
552,137009,"Glass mirrors, whether or not framed, including rear-view mirrors",1.3171,0.864560848,Queretaro,0,8.45,0,1,7.305539166
2045,168537,"Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",0.7145,0.720031659,Queretaro,0,8.45,0,1,6.084267521
57,73909,"Amino-resins, phenolic resins and polyurethanes, in primary forms",1.2493,0.848299516,Sonora,0,8.41,0,1,7.134198926
1787,168504,"Electrical transformers, static converters (for example, rectifiers) and inductors; parts thereof",0.5813,0.688084616,Guanajuato,0,8.37,0,1,5.75926824
1364,168421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof",1.0131,0.791648678,Quintana Roo,0,8.36,0,1,6.618182952
2035,168537,"Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",0.7145,0.720031659,Guanajuato,0,8.36,0,1,6.019464671
1331,168419,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,",1.5466,0.919604739,Puebla,0,8.32,0,1,7.651111431
2075,168539,"Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; parts thereof",1.0025,0.789106346,Puebla,0,8.32,0,1,6.565364801
115,73921,"Other plates, sheets, film, foil and strip, of plastics",0.739,0.725907804,Queretaro,0,8.31,0,1,6.032293855
2704,189032,Automatic regulating or controlling instruments and apparatus; parts and accessories thereof,1.0657,0.804264403,Queretaro,0,8.31,0,1,6.683437185
770,157309,"Tanks etc, over 300 liter capacity, iron or steel",0.1877,0.593682544,Quintana Roo,0,8.3,0,1,4.927565117
2093,168541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof",0.9852,0.784957068,Coahuila de Zaragoza,0,8.3,0,1,6.515143666
2442,189013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",1.1688,0.828992181,Coahuila de Zaragoza,0,8.3,0,1,6.880635103
2504,189025,"Hydrometers and similar floating instruments, thermometers, pyrometers,barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments; parts and accessories thereof",0.987,0.785388785,Coahuila de Zaragoza,0,8.3,0,1,6.518726915
2703,189032,Automatic regulating or controlling instruments and apparatus; parts and accessories thereof,1.0657,0.804264403,Puebla,0,8.29,0,1,6.667351897
1181,168413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",1.3073,0.86221039,Sonora,0,8.23,0,1,7.09599151
2353,189001,"Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",0.7699,0.733318943,Guanajuato,0,8.23,0,1,6.035214899
677,157304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",-0.0486,0.537007723,Quintana Roo,0,8.21,0,1,4.408833405
1238,168415,"Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof",0.4537,0.657480693,Puebla,0,8.19,0,1,5.384766873
1890,168507,"Electric storage batteries, including separators therefor, whether or not rectangular(including square); parts thereof",0.9773,0.783062311,Queretaro,0,8.19,0,1,6.413280328
276,115305,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibers (including yarn waste and garnetted stock)",-2.2876,0,Tamaulipas,0,8.18,0,1,0
307,115305,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibers,not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibers (including yarn waste and garnetted stock)",-1.7099,0.138557107,Tamaulipas,0,8.18,0,1,1.133397131
479,136810,"Articles of cement, of concrete or of artificial stone, whether or not reinforced",0.2714,0.613757375,Guanajuato,0,8.16,0,1,5.008260181
1619,168479,"Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter; parts thereof",1.8818,1,Yucatan,0,8.16,0,1,8.16
428,116305,"Sacks and bags, of a kind used for the packing of goods",-1.7066,0.139348587,San Luis Potosi,0,8.15,0,1,1.135690987
1083,168409,Parts suitable for use solely or principally with the engines of heading 8407 or 8408,1.1569,0.826138053,Queretaro,0,8.14,0,1,6.724763755
1176,168413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",1.3073,0.86221039,Puebla,0,8.14,0,1,7.018392574
1876,168507,"Electric storage batteries, including separators therefor, whether or not rectangular(including square); parts thereof",0.9773,0.783062311,Coahuila de Zaragoza,0,8.13,0,1,6.366296589
1239,168415,"Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof",0.4537,0.657480693,Queretaro,0,8.12,0,1,5.338743224
